title	url	path_to_file
Dorset apple cake  recipe - BBC Food	https://www.bbc.co.uk/food/recipes/dorset_apple_cake_37804	./DATA//Dorset apple cake  recipe - BBC Food.html
Cheese-crusted razor clams with garlic, chilli and lemon thyme recipe - BBC Food	https://www.bbc.co.uk/food/recipes/cheesecrustedrazorcl_87656	./DATA//Cheese-crusted razor clams with garlic, chilli and lemon thyme recipe - BBC Food.html
Roasted stuffed leg of lamb with boulangère potatoes shopping list - BBC Food	https://www.bbc.co.uk/food/recipes/roasted_stuffed_leg_of_94287/shopping-list	./DATA//Roasted stuffed leg of lamb with boulangère potatoes shopping list - BBC Food.html
Jerusalem artichoke soup served with a game burger and Jerusalem crisps recipe - BBC Food	https://www.bbc.co.uk/food/recipes/jerusalem_artichoke_soup_78921	./DATA//Jerusalem artichoke soup served with a game burger and Jerusalem crisps recipe - BBC Food.html
Moroccan plaited loaf with a bessara dip recipe - BBC Food	https://www.bbc.co.uk/food/recipes/moroccan_plaited_loaf_51517	./DATA//Moroccan plaited loaf with a bessara dip recipe - BBC Food.html
Sea bass with herb gnocchi recipe - BBC Food	https://www.bbc.co.uk/food/recipes/seabasswithherbgnocc_83816	./DATA//Sea bass with herb gnocchi recipe - BBC Food.html
Orange and cardamom rye bread knots  recipe - BBC Food	https://www.bbc.co.uk/food/recipes/orange_and_cardamom_rye_19326	./DATA//Orange and cardamom rye bread knots  recipe - BBC Food.html
Orange and cardamom rye bread knots  shopping list - BBC Food	https://www.bbc.co.uk/food/recipes/orange_and_cardamom_rye_19326/shopping-list	./DATA//Orange and cardamom rye bread knots  shopping list - BBC Food.html
Pesto pinwheel recipe - BBC Food	https://www.bbc.co.uk/food/recipes/pesto_pinwheel_94572	./DATA//Pesto pinwheel recipe - BBC Food.html
Samosa pie  recipe - BBC Food	https://www.bbc.co.uk/food/recipes/samosa_pie_39171	./DATA//Samosa pie  recipe - BBC Food.html
Samosa pie  shopping list - BBC Food	https://www.bbc.co.uk/food/recipes/samosa_pie_39171/shopping-list	./DATA//Samosa pie  shopping list - BBC Food.html
Butternut squash with pistachio and pomegranate recipe - BBC Food	https://www.bbc.co.uk/food/recipes/butternut_squash_with_55612	./DATA//Butternut squash with pistachio and pomegranate recipe - BBC Food.html
Chicken bhuna recipe - BBC Food	https://www.bbc.co.uk/food/recipes/bhuna_murgh_masala_90385	./DATA//Chicken bhuna recipe - BBC Food.html
Quick curry sauce recipe - BBC Food	https://www.bbc.co.uk/food/recipes/quick_curry_sauce_51363	./DATA//Quick curry sauce recipe - BBC Food.html
Quick curry sauce shopping list - BBC Food	https://www.bbc.co.uk/food/recipes/quick_curry_sauce_51363/shopping-list	./DATA//Quick curry sauce shopping list - BBC Food.html
Butternut squash and chickpea curry recipe - BBC Food	https://www.bbc.co.uk/food/recipes/squash_curry_09269	./DATA//Butternut squash and chickpea curry recipe - BBC Food.html
Steak and kidney pudding recipe - BBC Food	https://www.bbc.co.uk/food/recipes/steakandkidneypuddin_93128	./DATA//Steak and kidney pudding recipe - BBC Food.html
Slow-cooked chorizo and white beans recipe - BBC Food	https://www.bbc.co.uk/food/recipes/slow-cooked_chorizo_and_56079	./DATA//Slow-cooked chorizo and white beans recipe - BBC Food.html
Jamaican curried snapper with coconut and lime served with clap-hand roti recipe - BBC Food	https://www.bbc.co.uk/food/recipes/jamaicancurriedsnapp_79925	./DATA//Jamaican curried snapper with coconut and lime served with clap-hand roti recipe - BBC Food.html
Jamaican curried snapper with coconut and lime served with clap-hand roti shopping list - BBC Food	https://www.bbc.co.uk/food/recipes/jamaicancurriedsnapp_79925/shopping-list	./DATA//Jamaican curried snapper with coconut and lime served with clap-hand roti shopping list - BBC Food.html
Smoked haddock risotto with pancetta recipe - BBC Food	https://www.bbc.co.uk/food/recipes/smokedhaddockrisotto_67100	./DATA//Smoked haddock risotto with pancetta recipe - BBC Food.html
Smoked haddock risotto with pancetta shopping list - BBC Food	https://www.bbc.co.uk/food/recipes/smokedhaddockrisotto_67100/shopping-list	./DATA//Smoked haddock risotto with pancetta shopping list - BBC Food.html
Yorkshire pudding with red onion gravy recipe - BBC Food	https://www.bbc.co.uk/food/recipes/yorkshirepuddingwith_83703	./DATA//Yorkshire pudding with red onion gravy recipe - BBC Food.html
Pigs in blankets recipe - BBC Food	https://www.bbc.co.uk/food/recipes/pigs_in_blankets_63316	./DATA//Pigs in blankets recipe - BBC Food.html
Goats’ cheese salad recipe - BBC Food	https://www.bbc.co.uk/food/recipes/goats_cheese_salad_96364	./DATA//Goats’ cheese salad recipe - BBC Food.html
Lambs’ liver with balsamic sauce recipe - BBC Food	https://www.bbc.co.uk/food/recipes/lambs_liver_with_60023	./DATA//Lambs’ liver with balsamic sauce recipe - BBC Food.html
Nadiya's peanut butter and jelly traybake recipe - BBC Food	https://www.bbc.co.uk/food/recipes/peanut_butter_jelly_30293	./DATA//Nadiya's peanut butter and jelly traybake recipe - BBC Food.html
Salmon confit with crushed new potatoes recipe - BBC Food	https://www.bbc.co.uk/food/recipes/salmon_confit_with_29745	./DATA//Salmon confit with crushed new potatoes recipe - BBC Food.html
Salmon confit with crushed new potatoes shopping list - BBC Food	https://www.bbc.co.uk/food/recipes/salmon_confit_with_29745/shopping-list	./DATA//Salmon confit with crushed new potatoes shopping list - BBC Food.html
Fillet of pork with honey and sesame seeds, carrot and ginger sauce recipe - BBC Food	https://www.bbc.co.uk/food/recipes/filletofporkwithhone_88831	./DATA//Fillet of pork with honey and sesame seeds, carrot and ginger sauce recipe - BBC Food.html
Cauliflower cheese with maple syrup pancetta recipe - BBC Food	https://www.bbc.co.uk/food/recipes/cauliflower_cheese_with_76792	./DATA//Cauliflower cheese with maple syrup pancetta recipe - BBC Food.html
Brie, bacon and cranberry filo bites  recipe - BBC Food	https://www.bbc.co.uk/food/recipes/brie_bacon_and_cranberry_66096	./DATA//Brie, bacon and cranberry filo bites  recipe - BBC Food.html
Squid and carabineros prawns with bomba rice recipe - BBC Food	https://www.bbc.co.uk/food/recipes/squid_and_carabineros_47050	./DATA//Squid and carabineros prawns with bomba rice recipe - BBC Food.html
Karelian hotpot recipe - BBC Food	https://www.bbc.co.uk/food/recipes/keralian_hotpot_28584	./DATA//Karelian hotpot recipe - BBC Food.html
Curry mutton recipe - BBC Food	https://www.bbc.co.uk/food/recipes/currymutton_86347	./DATA//Curry mutton recipe - BBC Food.html
Sausage, potato and carrot rosti with a fried egg recipe - BBC Food	https://www.bbc.co.uk/food/recipes/sausagepotatoandcarr_85469	./DATA//Sausage, potato and carrot rosti with a fried egg recipe - BBC Food.html
Sausage, potato and carrot rosti with a fried egg shopping list - BBC Food	https://www.bbc.co.uk/food/recipes/sausagepotatoandcarr_85469/shopping-list	./DATA//Sausage, potato and carrot rosti with a fried egg shopping list - BBC Food.html
Curry mutton shopping list - BBC Food	https://www.bbc.co.uk/food/recipes/currymutton_86347/shopping-list	./DATA//Curry mutton shopping list - BBC Food.html
Easy hummus  recipe - BBC Food	https://www.bbc.co.uk/food/recipes/easy_hummus_96922	./DATA//Easy hummus  recipe - BBC Food.html
Easy hummus  shopping list - BBC Food	https://www.bbc.co.uk/food/recipes/easy_hummus_96922/shopping-list	./DATA//Easy hummus  shopping list - BBC Food.html
Barbecue glazed langoustine recipe - BBC Food	https://www.bbc.co.uk/food/recipes/barbecue_langoustine_59863	./DATA//Barbecue glazed langoustine recipe - BBC Food.html
Osso buco with risotto Milanese recipe - BBC Food	https://www.bbc.co.uk/food/recipes/osso_buco_with_risotto_89525	./DATA//Osso buco with risotto Milanese recipe - BBC Food.html
Pot-roasted pheasant with walnut sauce recipe - BBC Food	https://www.bbc.co.uk/food/recipes/pot-roasted_pheasant_59154	./DATA//Pot-roasted pheasant with walnut sauce recipe - BBC Food.html
Teriyaki salmon recipe - BBC Food	https://www.bbc.co.uk/food/recipes/teriyakisalmon_66107	./DATA//Teriyaki salmon recipe - BBC Food.html
Christmas roast goose recipe - BBC Food	https://www.bbc.co.uk/food/recipes/stuffed_goose_with_port_05072	./DATA//Christmas roast goose recipe - BBC Food.html
Masala chai baklava recipe - BBC Food	https://www.bbc.co.uk/food/recipes/masala_chai_baklava_33678	./DATA//Masala chai baklava recipe - BBC Food.html
Schichttorte recipe - BBC Food	https://www.bbc.co.uk/food/recipes/_schichttorte_49934	./DATA//Schichttorte recipe - BBC Food.html
Quick sausage casserole with Savoy cabbage pesto recipe - BBC Food	https://www.bbc.co.uk/food/recipes/quick_sausage_casserole_96047	./DATA//Quick sausage casserole with Savoy cabbage pesto recipe - BBC Food.html
Slow-cooker Brixton baked beans recipe - BBC Food	https://www.bbc.co.uk/food/recipes/slow-cooked_brixton_70221	./DATA//Slow-cooker Brixton baked beans recipe - BBC Food.html
Globe artichokes with duck liver a l’orange recipe - BBC Food	https://www.bbc.co.uk/food/recipes/globe_artichoke_stuffed_81446	./DATA//Globe artichokes with duck liver a l’orange recipe - BBC Food.html
Globe artichokes stuffed with duck liver a l’orange shopping list - BBC Food	https://www.bbc.co.uk/food/recipes/globe_artichoke_stuffed_81446/shopping-list	./DATA//Globe artichokes stuffed with duck liver a l’orange shopping list - BBC Food.html
Lemon and lavender loaf cake recipe - BBC Food	https://www.bbc.co.uk/food/recipes/lemon_and_lavender_loaf_90853	./DATA//Lemon and lavender loaf cake recipe - BBC Food.html
Mediterranean puff pastry tart recipe - BBC Food	https://www.bbc.co.uk/food/recipes/mediterranean_puff_50963	./DATA//Mediterranean puff pastry tart recipe - BBC Food.html
Mediterranean puff pastry tart shopping list - BBC Food	https://www.bbc.co.uk/food/recipes/mediterranean_puff_50963/shopping-list	./DATA//Mediterranean puff pastry tart shopping list - BBC Food.html
Creamy paprika chicken recipe - BBC Food	https://www.bbc.co.uk/food/recipes/panfriedpaprikachick_73735	./DATA//Creamy paprika chicken recipe - BBC Food.html
Pan-fried mackerel, chorizo-braised leeks and shallot crisps recipe - BBC Food	https://www.bbc.co.uk/food/recipes/panfriedmackerelchor_92518	./DATA//Pan-fried mackerel, chorizo-braised leeks and shallot crisps recipe - BBC Food.html
Pan-fried mackerel, chorizo-braised leeks and shallot crisps shopping list - BBC Food	https://www.bbc.co.uk/food/recipes/panfriedmackerelchor_92518/shopping-list	./DATA//Pan-fried mackerel, chorizo-braised leeks and shallot crisps shopping list - BBC Food.html
Easy panettone recipe - BBC Food	https://www.bbc.co.uk/food/recipes/panettone_07948	./DATA//Easy panettone recipe - BBC Food.html
Easy panettone shopping list - BBC Food	https://www.bbc.co.uk/food/recipes/panettone_07948/shopping-list	./DATA//Easy panettone shopping list - BBC Food.html
Beef and pepper kebabs recipe - BBC Food	https://www.bbc.co.uk/food/recipes/beef_and_pepper_kebabs_82385	./DATA//Beef and pepper kebabs recipe - BBC Food.html
Beef and pepper kebabs shopping list - BBC Food	https://www.bbc.co.uk/food/recipes/beef_and_pepper_kebabs_82385/shopping-list	./DATA//Beef and pepper kebabs shopping list - BBC Food.html
Avgolemono soup recipe - BBC Food	https://www.bbc.co.uk/food/recipes/avgolemono_soup_55766	./DATA//Avgolemono soup recipe - BBC Food.html
Walnut and sultana bread with almonds recipe - BBC Food	https://www.bbc.co.uk/food/recipes/walnutandsultanabrea_67847	./DATA//Walnut and sultana bread with almonds recipe - BBC Food.html
Mushroom risotto recipe - BBC Food	https://www.bbc.co.uk/food/recipes/reallyeasymushroomri_70240	./DATA//Mushroom risotto recipe - BBC Food.html
Fried chicken recipe - BBC Food	https://www.bbc.co.uk/food/recipes/toms_fried_chicken_in_a_83178	./DATA//Fried chicken recipe - BBC Food.html
Chicken stroganoff shopping list - BBC Food	https://www.bbc.co.uk/food/recipes/chicken_stroganoff_05255/shopping-list	./DATA//Chicken stroganoff shopping list - BBC Food.html
Red-red stew with spiced plantain recipe - BBC Food	https://www.bbc.co.uk/food/recipes/red-red_stew_with_spiced_28798	./DATA//Red-red stew with spiced plantain recipe - BBC Food.html
Brioche donuts filled with apple compôte recipe - BBC Food	https://www.bbc.co.uk/food/recipes/briochedonutsfilledw_74853	./DATA//Brioche donuts filled with apple compôte recipe - BBC Food.html
Pampushki (Baltic buns) recipe - BBC Food	https://www.bbc.co.uk/food/recipes/pampushki_baltic_buns_10557	./DATA//Pampushki (Baltic buns) recipe - BBC Food.html
Chicken liver pâté with allspice recipe - BBC Food	https://www.bbc.co.uk/food/recipes/chicken_liver_pt_06158	./DATA//Chicken liver pâté with allspice recipe - BBC Food.html
Tea loaf recipe - BBC Food	https://www.bbc.co.uk/food/recipes/tea_loaf_75867	./DATA//Tea loaf recipe - BBC Food.html
Tuiles with chocolate mousse recipe - BBC Food	https://www.bbc.co.uk/food/recipes/tuiles_with_chocolate_64665	./DATA//Tuiles with chocolate mousse recipe - BBC Food.html
Bacon butty and brown sauce recipe - BBC Food	https://www.bbc.co.uk/food/recipes/baconbuttyandbrownsa_91737	./DATA//Bacon butty and brown sauce recipe - BBC Food.html
Sourdough recipe - BBC Food	https://www.bbc.co.uk/food/recipes/how_to_make_sourdough_08213	./DATA//Sourdough recipe - BBC Food.html
Focaccia with rosemary recipe - BBC Food	https://www.bbc.co.uk/food/recipes/focacciawithrosemary_90210	./DATA//Focaccia with rosemary recipe - BBC Food.html
Focaccia with rosemary shopping list - BBC Food	https://www.bbc.co.uk/food/recipes/focacciawithrosemary_90210/shopping-list	./DATA//Focaccia with rosemary shopping list - BBC Food.html
Calzone pizza recipe - BBC Food	https://www.bbc.co.uk/food/recipes/calzone_pizza_11861	./DATA//Calzone pizza recipe - BBC Food.html
Spicy roasted nuts recipe - BBC Food	https://www.bbc.co.uk/food/recipes/spicy_pub_nuts_78197	./DATA//Spicy roasted nuts recipe - BBC Food.html
Spicy pub nuts shopping list - BBC Food	https://www.bbc.co.uk/food/recipes/spicy_pub_nuts_78197/shopping-list	./DATA//Spicy pub nuts shopping list - BBC Food.html
How to make lasagne recipe - BBC Food	https://www.bbc.co.uk/food/recipes/lasagne_22392	./DATA//How to make lasagne recipe - BBC Food.html
Lighter pea soup recipe - BBC Food	https://www.bbc.co.uk/food/recipes/lighter_pea_soup_89447	./DATA//Lighter pea soup recipe - BBC Food.html
Honey roast carrots recipe - BBC Food	https://www.bbc.co.uk/food/recipes/honey_roast_carrots_07540	./DATA//Honey roast carrots recipe - BBC Food.html
Honey roast carrots shopping list - BBC Food	https://www.bbc.co.uk/food/recipes/honey_roast_carrots_07540/shopping-list	./DATA//Honey roast carrots shopping list - BBC Food.html
Classic crème caramel recipe - BBC Food	https://www.bbc.co.uk/food/recipes/classic_crme_caramel_44792	./DATA//Classic crème caramel recipe - BBC Food.html
Tabbouleh recipe - BBC Food	https://www.bbc.co.uk/food/recipes/tabbouleh_91782	./DATA//Tabbouleh recipe - BBC Food.html
Speedy miso noodles with soft boiled egg recipe - BBC Food	https://www.bbc.co.uk/food/recipes/speedy_miso_noodles_with_95285	./DATA//Speedy miso noodles with soft boiled egg recipe - BBC Food.html
Speedy miso noodles with soft boiled egg shopping list - BBC Food	https://www.bbc.co.uk/food/recipes/speedy_miso_noodles_with_95285/shopping-list	./DATA//Speedy miso noodles with soft boiled egg shopping list - BBC Food.html
Overnight oats recipe - BBC Food	https://www.bbc.co.uk/food/recipes/overnight_muesli_with_57876	./DATA//Overnight oats recipe - BBC Food.html
Cardamom kulfi shopping list - BBC Food	https://www.bbc.co.uk/food/recipes/cardamomkulfi_74037/shopping-list	./DATA//Cardamom kulfi shopping list - BBC Food.html
 Slow-cooked ox cheek with kale and mashed potato shopping list - BBC Food	https://www.bbc.co.uk/food/recipes/_slow-cooked_ox_cheek_82682/shopping-list	./DATA// Slow-cooked ox cheek with kale and mashed potato shopping list - BBC Food.html
My big fat tipsy trifle recipe - BBC Food	https://www.bbc.co.uk/food/recipes/my_big_fat_tipsy_trifle_16006	./DATA//My big fat tipsy trifle recipe - BBC Food.html
Cheese and chorizo twists recipe - BBC Food	https://www.bbc.co.uk/food/recipes/cheese_twists_30316	./DATA//Cheese and chorizo twists recipe - BBC Food.html
Osso buco with risotto Milanese shopping list - BBC Food	https://www.bbc.co.uk/food/recipes/osso_buco_with_risotto_89525/shopping-list	./DATA//Osso buco with risotto Milanese shopping list - BBC Food.html
Hot-smoked salmon kedgeree shopping list - BBC Food	https://www.bbc.co.uk/food/recipes/hot_smoked_salmon_26970/shopping-list	./DATA//Hot-smoked salmon kedgeree shopping list - BBC Food.html
The skinny tart recipe - BBC Food	https://www.bbc.co.uk/food/recipes/the_skinny_tart_74715	./DATA//The skinny tart recipe - BBC Food.html
Rice pudding with sultanas recipe - BBC Food	https://www.bbc.co.uk/food/recipes/traditionalricepuddi_93164	./DATA//Rice pudding with sultanas recipe - BBC Food.html
Pasta with creamy sauce recipe - BBC Food	https://www.bbc.co.uk/food/recipes/pastawithcreamysauce_79164	./DATA//Pasta with creamy sauce recipe - BBC Food.html
Truffled potato and egg ravioli in porcini sauce recipe - BBC Food	https://www.bbc.co.uk/food/recipes/truffled_potato_and_egg_26147	./DATA//Truffled potato and egg ravioli in porcini sauce recipe - BBC Food.html
Butternut squash tagine with couscous recipe - BBC Food	https://www.bbc.co.uk/food/recipes/herbycouscouswithbut_92552	./DATA//Butternut squash tagine with couscous recipe - BBC Food.html
Pot-roasted lamb shepherd's pie recipe - BBC Food	https://www.bbc.co.uk/food/recipes/potroastedlambshephe_92551	./DATA//Pot-roasted lamb shepherd's pie recipe - BBC Food.html
Spiced chicken and pandan leaves  recipe - BBC Food	https://www.bbc.co.uk/food/recipes/spiced_chicken_and_53621	./DATA//Spiced chicken and pandan leaves  recipe - BBC Food.html
Tom Kerridge's beetroot farro salad recipe - BBC Food	https://www.bbc.co.uk/food/recipes/beetroot_farro_salad_67866	./DATA//Tom Kerridge's beetroot farro salad recipe - BBC Food.html
Very posh chicken breast fricassée with lemony artichokes and mushrooms  recipe - BBC Food	https://www.bbc.co.uk/food/recipes/chicken_breast_served_18110	./DATA//Very posh chicken breast fricassée with lemony artichokes and mushrooms  recipe - BBC Food.html
Mango and cardamom frozen yoghurt shopping list - BBC Food	https://www.bbc.co.uk/food/recipes/mango_and_cardamom_72165/shopping-list	./DATA//Mango and cardamom frozen yoghurt shopping list - BBC Food.html
Victoria sponge recipe - BBC Food	https://www.bbc.co.uk/food/recipes/victoriasponge_13555	./DATA//Victoria sponge recipe - BBC Food.html
Sausage and mash, beer and onion gravy  recipe - BBC Food	https://www.bbc.co.uk/food/recipes/sausageswithmashedpo_757	./DATA//Sausage and mash, beer and onion gravy  recipe - BBC Food.html
Small pork pies with quails’ eggs recipe - BBC Food	https://www.bbc.co.uk/food/recipes/small_pork_pies_with_11074	./DATA//Small pork pies with quails’ eggs recipe - BBC Food.html
Bacon and cheese straws recipe - BBC Food	https://www.bbc.co.uk/food/recipes/bacon_and_mature_cheddar_58920	./DATA//Bacon and cheese straws recipe - BBC Food.html
Keema with peas recipe - BBC Food	https://www.bbc.co.uk/food/recipes/keema_with_peas_51958	./DATA//Keema with peas recipe - BBC Food.html
Elderflower collins recipe - BBC Food	https://www.bbc.co.uk/food/recipes/elderflower_collins_28110	./DATA//Elderflower collins recipe - BBC Food.html
Chargrilled smoked salmon with rocket and parmesan recipe - BBC Food	https://www.bbc.co.uk/food/recipes/chargrilledsmokedsal_10015	./DATA//Chargrilled smoked salmon with rocket and parmesan recipe - BBC Food.html
Goats' cheese, lemon and herb risotto recipe - BBC Food	https://www.bbc.co.uk/food/recipes/goatscheeselemonandh_84763	./DATA//Goats' cheese, lemon and herb risotto recipe - BBC Food.html
Celery baked with pancetta and shallots recipe - BBC Food	https://www.bbc.co.uk/food/recipes/celerybakedinvinaigr_67190	./DATA//Celery baked with pancetta and shallots recipe - BBC Food.html
Celery baked with pancetta and shallots shopping list - BBC Food	https://www.bbc.co.uk/food/recipes/celerybakedinvinaigr_67190/shopping-list	./DATA//Celery baked with pancetta and shallots shopping list - BBC Food.html
Chicken braised with chicory and crème fraîche recipe - BBC Food	https://www.bbc.co.uk/food/recipes/chickenbraisedwithch_85937	./DATA//Chicken braised with chicory and crème fraîche recipe - BBC Food.html
Passion fruit and lime Charlotte russe shopping list - BBC Food	https://www.bbc.co.uk/food/recipes/passionfruit_and_lime_35313/shopping-list	./DATA//Passion fruit and lime Charlotte russe shopping list - BBC Food.html
Roast pumpkin seeds recipe - BBC Food	https://www.bbc.co.uk/food/recipes/roastpumpkinseeds_70660	./DATA//Roast pumpkin seeds recipe - BBC Food.html
Slow cooker pork chops recipe - BBC Food	https://www.bbc.co.uk/food/recipes/slow_cooker_pork_chops_50315	./DATA//Slow cooker pork chops recipe - BBC Food.html
Apple and white chocolate rocky road  recipe - BBC Food	https://www.bbc.co.uk/food/recipes/apple_rocky_road_14959	./DATA//Apple and white chocolate rocky road  recipe - BBC Food.html
Fried scallops with curried cauliflower and coconut sauce recipe - BBC Food	https://www.bbc.co.uk/food/recipes/pan-fried_scallops_with_24163	./DATA//Fried scallops with curried cauliflower and coconut sauce recipe - BBC Food.html
Kimchi fried rice  recipe - BBC Food	https://www.bbc.co.uk/food/recipes/kimchi_fried_rice_03887	./DATA//Kimchi fried rice  recipe - BBC Food.html
Kimchi fried rice shopping list - BBC Food	https://www.bbc.co.uk/food/recipes/kimchi_fried_rice_03887/shopping-list	./DATA//Kimchi fried rice shopping list - BBC Food.html
Steamed egg custard puddings recipe - BBC Food	https://www.bbc.co.uk/food/recipes/chocolate_and_cherry_44699	./DATA//Steamed egg custard puddings recipe - BBC Food.html
Steamed egg custard puddings with chocolate and cherries shopping list - BBC Food	https://www.bbc.co.uk/food/recipes/chocolate_and_cherry_44699/shopping-list	./DATA//Steamed egg custard puddings with chocolate and cherries shopping list - BBC Food.html
Roasted butternut squash and sage risotto with pinenuts recipe - BBC Food	https://www.bbc.co.uk/food/recipes/roastedbutternutsqua_67878	./DATA//Roasted butternut squash and sage risotto with pinenuts recipe - BBC Food.html
Roasted butternut squash and sage risotto with pinenuts shopping list - BBC Food	https://www.bbc.co.uk/food/recipes/roastedbutternutsqua_67878/shopping-list	./DATA//Roasted butternut squash and sage risotto with pinenuts shopping list - BBC Food.html
Masala chai baklava shopping list - BBC Food	https://www.bbc.co.uk/food/recipes/masala_chai_baklava_33678/shopping-list	./DATA//Masala chai baklava shopping list - BBC Food.html
Sabayon orange brûlée recipe - BBC Food	https://www.bbc.co.uk/food/recipes/sabayon_orange_brle_92682	./DATA//Sabayon orange brûlée recipe - BBC Food.html
Baked hake with green sauce and fennel salad recipe - BBC Food	https://www.bbc.co.uk/food/recipes/baked_hake_fennel_apple_56445	./DATA//Baked hake with green sauce and fennel salad recipe - BBC Food.html
Lemon and honey spatchcock chicken with quinoa and broad bean salad recipe - BBC Food	https://www.bbc.co.uk/food/recipes/spatchcock_chicken_31016	./DATA//Lemon and honey spatchcock chicken with quinoa and broad bean salad recipe - BBC Food.html
Lemon and honey spatchcock chicken with quinoa and broad bean salad shopping list - BBC Food	https://www.bbc.co.uk/food/recipes/spatchcock_chicken_31016/shopping-list	./DATA//Lemon and honey spatchcock chicken with quinoa and broad bean salad shopping list - BBC Food.html
Yaki udon noodles shopping list - BBC Food	https://www.bbc.co.uk/food/recipes/yaki_udon_00603/shopping-list	./DATA//Yaki udon noodles shopping list - BBC Food.html
Mary Berry's apple crumble recipe - BBC Food	https://www.bbc.co.uk/food/recipes/apple_crumble_with_81274	./DATA//Mary Berry's apple crumble recipe - BBC Food.html
Baked spider crab recipe - BBC Food	https://www.bbc.co.uk/food/recipes/baked_spider_crab_97729	./DATA//Baked spider crab recipe - BBC Food.html
Lemon and ricotta mezzalune (Mezzalune al limone) shopping list - BBC Food	https://www.bbc.co.uk/food/recipes/lemon_and_ricotta_28534/shopping-list	./DATA//Lemon and ricotta mezzalune (Mezzalune al limone) shopping list - BBC Food.html
One-pan veggie English breakfast  recipe - BBC Food	https://www.bbc.co.uk/food/recipes/one-pan_veggie_english_31012	./DATA//One-pan veggie English breakfast  recipe - BBC Food.html
Wagyu beef in XO sauce recipe - BBC Food	https://www.bbc.co.uk/food/recipes/wagyu_beef_in_xo_sauce_06331	./DATA//Wagyu beef in XO sauce recipe - BBC Food.html
Apple croustade with Armagnac custard recipe - BBC Food	https://www.bbc.co.uk/food/recipes/apple_croustade_with_56799	./DATA//Apple croustade with Armagnac custard recipe - BBC Food.html
Lancashire hotpot  recipe - BBC Food	https://www.bbc.co.uk/food/recipes/nigel_slaters_lancashire_48954	./DATA//Lancashire hotpot  recipe - BBC Food.html
Lancashire hotpot  shopping list - BBC Food	https://www.bbc.co.uk/food/recipes/nigel_slaters_lancashire_48954/shopping-list	./DATA//Lancashire hotpot  shopping list - BBC Food.html
Microwave lemon drizzle cake recipe - BBC Food	https://www.bbc.co.uk/food/recipes/microwave_lemon_drizzle_76127	./DATA//Microwave lemon drizzle cake recipe - BBC Food.html
Chelsea bunski  shopping list - BBC Food	https://www.bbc.co.uk/food/recipes/chelsea_bunski_61653/shopping-list	./DATA//Chelsea bunski  shopping list - BBC Food.html
Chocolate pecan tart recipe - BBC Food	https://www.bbc.co.uk/food/recipes/chocolate_pecan_tart_86249	./DATA//Chocolate pecan tart recipe - BBC Food.html
Chocolate pecan tart shopping list - BBC Food	https://www.bbc.co.uk/food/recipes/chocolate_pecan_tart_86249/shopping-list	./DATA//Chocolate pecan tart shopping list - BBC Food.html
Roast chicken with tarragon recipe - BBC Food	https://www.bbc.co.uk/food/recipes/roastchickenwithtarr_88964	./DATA//Roast chicken with tarragon recipe - BBC Food.html
Graffiti cake recipe - BBC Food	https://www.bbc.co.uk/food/recipes/graffiti_cake_96777	./DATA//Graffiti cake recipe - BBC Food.html
Creamy butternut squash soup recipe - BBC Food	https://www.bbc.co.uk/food/recipes/creamybutternutsquas_88084	./DATA//Creamy butternut squash soup recipe - BBC Food.html
Creamy butternut squash soup shopping list - BBC Food	https://www.bbc.co.uk/food/recipes/creamybutternutsquas_88084/shopping-list	./DATA//Creamy butternut squash soup shopping list - BBC Food.html
Peach cobbler recipe - BBC Food	https://www.bbc.co.uk/food/recipes/peach_cobbler_97711	./DATA//Peach cobbler recipe - BBC Food.html
Salmon and watercress pan bagnat recipe - BBC Food	https://www.bbc.co.uk/food/recipes/salmon_and_watercress_66531	./DATA//Salmon and watercress pan bagnat recipe - BBC Food.html
Hot water crust game pie recipe - BBC Food	https://www.bbc.co.uk/food/recipes/hot_water_crust_game_pie_28965	./DATA//Hot water crust game pie recipe - BBC Food.html
Sautéed chicken with tarragon sauce and skinny fries recipe - BBC Food	https://www.bbc.co.uk/food/recipes/sauted_chicken_with_39912	./DATA//Sautéed chicken with tarragon sauce and skinny fries recipe - BBC Food.html
Salmon fillet with fresh sorrel and spinach sauce shopping list - BBC Food	https://www.bbc.co.uk/food/recipes/salmon_fillet_with_fresh_60229/shopping-list	./DATA//Salmon fillet with fresh sorrel and spinach sauce shopping list - BBC Food.html
Chargrilled lamb steak with turmeric, cumin and creamed lentils recipe - BBC Food	https://www.bbc.co.uk/food/recipes/chargrilledlambsteak_88919	./DATA//Chargrilled lamb steak with turmeric, cumin and creamed lentils recipe - BBC Food.html
French apple tart shopping list - BBC Food	https://www.bbc.co.uk/food/recipes/french_apple_tart_with_70368/shopping-list	./DATA//French apple tart shopping list - BBC Food.html
Black Forest cupcakes recipe - BBC Food	https://www.bbc.co.uk/food/recipes/black_forest_cupcakes_02412	./DATA//Black Forest cupcakes recipe - BBC Food.html
Aubergine curry shopping list - BBC Food	https://www.bbc.co.uk/food/recipes/aubergine_curry_79356/shopping-list	./DATA//Aubergine curry shopping list - BBC Food.html
Oaty white chocolate biscuits recipe - BBC Food	https://www.bbc.co.uk/food/recipes/oatywhitechocolatebi_91773	./DATA//Oaty white chocolate biscuits recipe - BBC Food.html
