title	url	path_to_file
Orzo pasta salad with feta, prawns and lemon recipe - BBC Food	https://www.bbc.co.uk/food/recipes/warm_orzo_prawn_and_feta_96794	./DATA//Orzo pasta salad with feta, prawns and lemon recipe - BBC Food.html
Cottage pie recipe - BBC Food	https://www.bbc.co.uk/food/recipes/comfortingcottagepie_14505	./DATA//Cottage pie recipe - BBC Food.html
Roasted pork knuckle with aubergine purée recipe - BBC Food	https://www.bbc.co.uk/food/recipes/roasted_pork_knuckle_94889	./DATA//Roasted pork knuckle with aubergine purée recipe - BBC Food.html
Celeriac with sweet chilli dressing recipe - BBC Food	https://www.bbc.co.uk/food/recipes/roasted_pickled_celeriac_46752	./DATA//Celeriac with sweet chilli dressing recipe - BBC Food.html
Jamaican beef patties recipe - BBC Food	https://www.bbc.co.uk/food/recipes/jamaican_beef_patties_28917	./DATA//Jamaican beef patties recipe - BBC Food.html
Chicken souvlaki recipe - BBC Food	https://www.bbc.co.uk/food/recipes/chicken_souvlaki_34162	./DATA//Chicken souvlaki recipe - BBC Food.html
Lamb chop traybake recipe - BBC Food	https://www.bbc.co.uk/food/recipes/mediterraneanstylela_83720	./DATA//Lamb chop traybake recipe - BBC Food.html
Tuscan beans on sourdough toast recipe - BBC Food	https://www.bbc.co.uk/food/recipes/tuscan_beans_on_99053	./DATA//Tuscan beans on sourdough toast recipe - BBC Food.html
Taglierini with squid and oven-roasted tomato sauce recipe - BBC Food	https://www.bbc.co.uk/food/recipes/taglieriniwithsquida_93785	./DATA//Taglierini with squid and oven-roasted tomato sauce recipe - BBC Food.html
Roast brill with scorched lettuce and fondue of onion with crème fraîche recipe - BBC Food	https://www.bbc.co.uk/food/recipes/roast_brill_with_55417	./DATA//Roast brill with scorched lettuce and fondue of onion with crème fraîche recipe - BBC Food.html
Beef fillet with chicory and blue cheese salad and celeriac chips recipe - BBC Food	https://www.bbc.co.uk/food/recipes/beef_fillet_on_the_bone_66102	./DATA//Beef fillet with chicory and blue cheese salad and celeriac chips recipe - BBC Food.html
Whole roasted sea bass with beetroot salad recipe - BBC Food	https://www.bbc.co.uk/food/recipes/whole_roasted_seabass_96858	./DATA//Whole roasted sea bass with beetroot salad recipe - BBC Food.html
Smoked ox cheek with cabbage recipe - BBC Food	https://www.bbc.co.uk/food/recipes/smoked_ox_cheek_with_84998	./DATA//Smoked ox cheek with cabbage recipe - BBC Food.html
Honey and sesame beef skewers with balsamic glazed chicory recipe - BBC Food	https://www.bbc.co.uk/food/recipes/honeyandsesamebeefsk_87036	./DATA//Honey and sesame beef skewers with balsamic glazed chicory recipe - BBC Food.html
Bacon rarebit with apple chutney recipe - BBC Food	https://www.bbc.co.uk/food/recipes/bacon_rarebit_with_apple_45531	./DATA//Bacon rarebit with apple chutney recipe - BBC Food.html
Smoked haddock rarebit, confit tomatoes and chive oil recipe - BBC Food	https://www.bbc.co.uk/food/recipes/smoked_haddock_with_14148	./DATA//Smoked haddock rarebit, confit tomatoes and chive oil recipe - BBC Food.html
Sweet potato roti recipe - BBC Food	https://www.bbc.co.uk/food/recipes/sweet_potato_roti_30075	./DATA//Sweet potato roti recipe - BBC Food.html
Grilled vegetable summer salad recipe - BBC Food	https://www.bbc.co.uk/food/recipes/grilled_vegetable_summer_84345	./DATA//Grilled vegetable summer salad recipe - BBC Food.html
Fried sea bream with golden sauce and pickles recipe - BBC Food	https://www.bbc.co.uk/food/recipes/fried_sea_bream_with_88577	./DATA//Fried sea bream with golden sauce and pickles recipe - BBC Food.html
Lamb curry recipe - BBC Food	https://www.bbc.co.uk/food/recipes/how_to_make_lamb_curry_32719	./DATA//Lamb curry recipe - BBC Food.html
Banana splits recipe - BBC Food	https://www.bbc.co.uk/food/recipes/banana_splits_58532	./DATA//Banana splits recipe - BBC Food.html
How to make steak and ale pie recipe - BBC Food	https://www.bbc.co.uk/food/recipes/how_to_cook_steak_and_15585	./DATA//How to make steak and ale pie recipe - BBC Food.html
Quinoa salad recipe - BBC Food	https://www.bbc.co.uk/food/recipes/quinoa_and_edamame_bean_12565	./DATA//Quinoa salad recipe - BBC Food.html
Roasted carrots with carrot-top pesto and burrata recipe - BBC Food	https://www.bbc.co.uk/food/recipes/roasted_carrots_with_78618	./DATA//Roasted carrots with carrot-top pesto and burrata recipe - BBC Food.html
Fillet of pork with honey and sesame seeds, carrot and ginger sauce recipe - BBC Food	https://www.bbc.co.uk/food/recipes/filletofporkwithhone_88831	./DATA//Fillet of pork with honey and sesame seeds, carrot and ginger sauce recipe - BBC Food.html
White chocolate wedding cake recipe - BBC Food	https://www.bbc.co.uk/food/recipes/white_chocolate_wedding_01746	./DATA//White chocolate wedding cake recipe - BBC Food.html
Mushroom, chestnut and jamón ibérico wellingtons recipe - BBC Food	https://www.bbc.co.uk/food/recipes/mushroom_chestnut_and_37277	./DATA//Mushroom, chestnut and jamón ibérico wellingtons recipe - BBC Food.html
T-bone steak with bearnaise sauce and green salad recipe - BBC Food	https://www.bbc.co.uk/food/recipes/t-bone_steak_with_38432	./DATA//T-bone steak with bearnaise sauce and green salad recipe - BBC Food.html
T-bone steak with bearnaise sauce and a green salad shopping list - BBC Food	https://www.bbc.co.uk/food/recipes/t-bone_steak_with_38432/shopping-list	./DATA//T-bone steak with bearnaise sauce and a green salad shopping list - BBC Food.html
Sardines in tortillas with spicy tomato sauce and refried beans recipe - BBC Food	https://www.bbc.co.uk/food/recipes/sardines_in_tortillas_97090	./DATA//Sardines in tortillas with spicy tomato sauce and refried beans recipe - BBC Food.html
Mincemeat recipe - BBC Food	https://www.bbc.co.uk/food/recipes/mincemeat_2491	./DATA//Mincemeat recipe - BBC Food.html
Coffee and praline cake recipe - BBC Food	https://www.bbc.co.uk/food/recipes/coffee_and_praline_cake_55657	./DATA//Coffee and praline cake recipe - BBC Food.html
How to cook parsnips recipe - BBC Food	https://www.bbc.co.uk/food/recipes/how_to_cook_parsnips_11573	./DATA//How to cook parsnips recipe - BBC Food.html
Versatile vegetable soup recipe - BBC Food	https://www.bbc.co.uk/food/recipes/versatile_vegetable_soup_41453	./DATA//Versatile vegetable soup recipe - BBC Food.html
Gnocchi alla Romana with bone marrow and veal sweetbreads  recipe - BBC Food	https://www.bbc.co.uk/food/recipes/gnocchi_alla_romana_with_06833	./DATA//Gnocchi alla Romana with bone marrow and veal sweetbreads  recipe - BBC Food.html
Confit turnips with mushroom consommé recipe - BBC Food	https://www.bbc.co.uk/food/recipes/confit_turnips_with_09049	./DATA//Confit turnips with mushroom consommé recipe - BBC Food.html
Veggie lasagne  recipe - BBC Food	https://www.bbc.co.uk/food/recipes/best_vegetable_lasagne_50381	./DATA//Veggie lasagne  recipe - BBC Food.html
Paul Hollywood’s mince pies recipe - BBC Food	https://www.bbc.co.uk/food/recipes/paul_hollywoods_mince_04604	./DATA//Paul Hollywood’s mince pies recipe - BBC Food.html
Turkey, stuffing and cranberry Chelsea buns recipe - BBC Food	https://www.bbc.co.uk/food/recipes/turkey_stuffing_and_77957	./DATA//Turkey, stuffing and cranberry Chelsea buns recipe - BBC Food.html
Millionaire's shortbread recipe - BBC Food	https://www.bbc.co.uk/food/recipes/millionaires_shortbread_76712	./DATA//Millionaire's shortbread recipe - BBC Food.html
Millionaire's shortbread shopping list - BBC Food	https://www.bbc.co.uk/food/recipes/millionaires_shortbread_76712/shopping-list	./DATA//Millionaire's shortbread shopping list - BBC Food.html
Chicken paprikash recipe - BBC Food	https://www.bbc.co.uk/food/recipes/chicken_paprikash_02086	./DATA//Chicken paprikash recipe - BBC Food.html
Syrup sponge recipe - BBC Food	https://www.bbc.co.uk/food/recipes/syrupsponge_88975	./DATA//Syrup sponge recipe - BBC Food.html
Homemade granola recipe - BBC Food	https://www.bbc.co.uk/food/recipes/oat_maple_and_pecan_71418	./DATA//Homemade granola recipe - BBC Food.html
Broad bean hummus recipe - BBC Food	https://www.bbc.co.uk/food/recipes/broad_bean_hummus_29052	./DATA//Broad bean hummus recipe - BBC Food.html
Coconut pancakes with caramelised bananas recipe - BBC Food	https://www.bbc.co.uk/food/recipes/coconut_pancakes_with_38938	./DATA//Coconut pancakes with caramelised bananas recipe - BBC Food.html
Chocolate bundt cake recipe - BBC Food	https://www.bbc.co.uk/food/recipes/chocolate_cake_20610	./DATA//Chocolate bundt cake recipe - BBC Food.html
Chocolate cupcakes recipe - BBC Food	https://www.bbc.co.uk/food/recipes/chocolate_cupcakes_14164	./DATA//Chocolate cupcakes recipe - BBC Food.html
Pan-fried salmon with curried mussels recipe - BBC Food	https://www.bbc.co.uk/food/recipes/pan-fried_salmon_with_85432	./DATA//Pan-fried salmon with curried mussels recipe - BBC Food.html
Chicken curry (shorshe murgi) recipe - BBC Food	https://www.bbc.co.uk/food/recipes/shorshe_murgi_22125	./DATA//Chicken curry (shorshe murgi) recipe - BBC Food.html
Korean fried chicken recipe - BBC Food	https://www.bbc.co.uk/food/recipes/korean_fried_chicken_51459	./DATA//Korean fried chicken recipe - BBC Food.html
Healthy slow cooker chicken recipe - BBC Food	https://www.bbc.co.uk/food/recipes/healthy_slow_cooker_84808	./DATA//Healthy slow cooker chicken recipe - BBC Food.html
Winter vegetable soup recipe - BBC Food	https://www.bbc.co.uk/food/recipes/winter_vegetable_soup_24185	./DATA//Winter vegetable soup recipe - BBC Food.html
Crispy potato peeling crisps with squash ketchup recipe - BBC Food	https://www.bbc.co.uk/food/recipes/crispy_potato_peelings_07088	./DATA//Crispy potato peeling crisps with squash ketchup recipe - BBC Food.html
Summer pudding recipe - BBC Food	https://www.bbc.co.uk/food/recipes/summerpudding_91969	./DATA//Summer pudding recipe - BBC Food.html
Bacon and leek quiche recipe - BBC Food	https://www.bbc.co.uk/food/recipes/smoked_bacon_leek_and_26684	./DATA//Bacon and leek quiche recipe - BBC Food.html
Lemon biscuits recipe - BBC Food	https://www.bbc.co.uk/food/recipes/lemon_biscuits_71853	./DATA//Lemon biscuits recipe - BBC Food.html
Linzer cookies recipe - BBC Food	https://www.bbc.co.uk/food/recipes/linzer_cookies_53870	./DATA//Linzer cookies recipe - BBC Food.html
Gluten-free Christmas cookies recipe - BBC Food	https://www.bbc.co.uk/food/recipes/gluten-free_cookies_64138	./DATA//Gluten-free Christmas cookies recipe - BBC Food.html
Biscotti recipe - BBC Food	https://www.bbc.co.uk/food/recipes/hazelnut_and_orange_24808	./DATA//Biscotti recipe - BBC Food.html
Raymond Blanc's roast turkey recipe - BBC Food	https://www.bbc.co.uk/food/recipes/the_perfect_roast_turkey_01155	./DATA//Raymond Blanc's roast turkey recipe - BBC Food.html
Mary’s Viennese whirls  recipe - BBC Food	https://www.bbc.co.uk/food/recipes/marys_viennese_whirls_96895	./DATA//Mary’s Viennese whirls  recipe - BBC Food.html
Bara brith sheep biscuits recipe - BBC Food	https://www.bbc.co.uk/food/recipes/bara_brith_sheep_54510	./DATA//Bara brith sheep biscuits recipe - BBC Food.html
Christmas red cabbage recipe - BBC Food	https://www.bbc.co.uk/food/recipes/sticky_spiced_red_88551	./DATA//Christmas red cabbage recipe - BBC Food.html
Gingerbread biscuits recipe - BBC Food	https://www.bbc.co.uk/food/recipes/gingerbread_biscuits_38814	./DATA//Gingerbread biscuits recipe - BBC Food.html
Sour cherry and stem ginger florentines recipe - BBC Food	https://www.bbc.co.uk/food/recipes/sourcherryandstemgin_90639	./DATA//Sour cherry and stem ginger florentines recipe - BBC Food.html
Chewy lemon and thyme cookies recipe - BBC Food	https://www.bbc.co.uk/food/recipes/chewy_lemon_and_thyme_92523	./DATA//Chewy lemon and thyme cookies recipe - BBC Food.html
Black Forest cupcakes recipe - BBC Food	https://www.bbc.co.uk/food/recipes/black_forest_cupcakes_02412	./DATA//Black Forest cupcakes recipe - BBC Food.html
Birthday cupcakes recipe - BBC Food	https://www.bbc.co.uk/food/recipes/cupcakes_99366	./DATA//Birthday cupcakes recipe - BBC Food.html
Chocolate and chestnut Christmas log recipe - BBC Food	https://www.bbc.co.uk/food/recipes/chocolate_and_chestnut_69367	./DATA//Chocolate and chestnut Christmas log recipe - BBC Food.html
Anzac biscuits recipe - BBC Food	https://www.bbc.co.uk/food/recipes/anzac_biscuits_03939	./DATA//Anzac biscuits recipe - BBC Food.html
Anzac biscuits shopping list - BBC Food	https://www.bbc.co.uk/food/recipes/anzac_biscuits_03939/shopping-list	./DATA//Anzac biscuits shopping list - BBC Food.html
Posh potato salad recipe - BBC Food	https://www.bbc.co.uk/food/recipes/potato_salad_with_lovage_55317	./DATA//Posh potato salad recipe - BBC Food.html
Chocolate and cherry slice recipe - BBC Food	https://www.bbc.co.uk/food/recipes/chocolate_and_cherry_97312	./DATA//Chocolate and cherry slice recipe - BBC Food.html
Hazelnut and orange biscotti shopping list - BBC Food	https://www.bbc.co.uk/food/recipes/hazelnut_and_orange_24808/shopping-list	./DATA//Hazelnut and orange biscotti shopping list - BBC Food.html
Poached haddock and poached egg with mustard sauce recipe - BBC Food	https://www.bbc.co.uk/food/recipes/poached_haddock_and_66531	./DATA//Poached haddock and poached egg with mustard sauce recipe - BBC Food.html
Tandoori chicken skewers recipe - BBC Food	https://www.bbc.co.uk/food/recipes/chicken_tandoori_74292	./DATA//Tandoori chicken skewers recipe - BBC Food.html
Smoked salmon and cucumber salad recipe - BBC Food	https://www.bbc.co.uk/food/recipes/smoked_salmon_and_21154	./DATA//Smoked salmon and cucumber salad recipe - BBC Food.html
Seared salmon with asparagus salsa recipe - BBC Food	https://www.bbc.co.uk/food/recipes/seared_salmon_with_22007	./DATA//Seared salmon with asparagus salsa recipe - BBC Food.html
Slow cooker chicken stew recipe - BBC Food	https://www.bbc.co.uk/food/recipes/slow_cooker_chicken_and_36746	./DATA//Slow cooker chicken stew recipe - BBC Food.html
Pan-fried John Dory with shrimp sauce vierge and sautéed potatoes shopping list - BBC Food	https://www.bbc.co.uk/food/recipes/panfriedjohndorywith_90063/shopping-list	./DATA//Pan-fried John Dory with shrimp sauce vierge and sautéed potatoes shopping list - BBC Food.html
Spinach and cheese samosas recipe - BBC Food	https://www.bbc.co.uk/food/recipes/spinach_and_cheese_45199	./DATA//Spinach and cheese samosas recipe - BBC Food.html
Teriyaki tofu with root vegetable salad recipe - BBC Food	https://www.bbc.co.uk/food/recipes/teriyaki_root_vegetable_15473	./DATA//Teriyaki tofu with root vegetable salad recipe - BBC Food.html
Teriyaki root vegetable salad with crispy tofu shopping list - BBC Food	https://www.bbc.co.uk/food/recipes/teriyaki_root_vegetable_15473/shopping-list	./DATA//Teriyaki root vegetable salad with crispy tofu shopping list - BBC Food.html
White chocolate wedding cake shopping list - BBC Food	https://www.bbc.co.uk/food/recipes/white_chocolate_wedding_01746/shopping-list	./DATA//White chocolate wedding cake shopping list - BBC Food.html
Pork and chicken terrine recipe - BBC Food	https://www.bbc.co.uk/food/recipes/pork_and_chicken_terrine_96844	./DATA//Pork and chicken terrine recipe - BBC Food.html
Chicken, confit fennel and artichoke terrine recipe - BBC Food	https://www.bbc.co.uk/food/recipes/chicken_confit_fennel_81334	./DATA//Chicken, confit fennel and artichoke terrine recipe - BBC Food.html
Prawn and salmon terrine with dill sauce recipe - BBC Food	https://www.bbc.co.uk/food/recipes/prawn_and_salmon_terrine_69303	./DATA//Prawn and salmon terrine with dill sauce recipe - BBC Food.html
Charred hanger steak with blue cheese dressing recipe - BBC Food	https://www.bbc.co.uk/food/recipes/charred_hanger_steak_99567	./DATA//Charred hanger steak with blue cheese dressing recipe - BBC Food.html
Pesto recipe - BBC Food	https://www.bbc.co.uk/food/recipes/how_to_make_pesto_18843	./DATA//Pesto recipe - BBC Food.html
Mojito recipe - BBC Food	https://www.bbc.co.uk/food/recipes/mojito_85338	./DATA//Mojito recipe - BBC Food.html
Spinach and ricotta ravioli with sage butter recipe - BBC Food	https://www.bbc.co.uk/food/recipes/spinach_and_ricotta_21673	./DATA//Spinach and ricotta ravioli with sage butter recipe - BBC Food.html
Imad's falafel wraps recipe - BBC Food	https://www.bbc.co.uk/food/recipes/falafel_wraps_with_58337	./DATA//Imad's falafel wraps recipe - BBC Food.html
Virgin mojito recipe - BBC Food	https://www.bbc.co.uk/food/recipes/virgin_mojito_18243	./DATA//Virgin mojito recipe - BBC Food.html
Golden mojito recipe - BBC Food	https://www.bbc.co.uk/food/recipes/goldenmojito_89969	./DATA//Golden mojito recipe - BBC Food.html
Baked rhubarb, financiers and crème pâtissière recipe - BBC Food	https://www.bbc.co.uk/food/recipes/baked_yorkshire_rhubarb_33868	./DATA//Baked rhubarb, financiers and crème pâtissière recipe - BBC Food.html
Cheat's treacle tart recipe - BBC Food	https://www.bbc.co.uk/food/recipes/cheats_treacle_tart_67364	./DATA//Cheat's treacle tart recipe - BBC Food.html
